Time;alcohol;chlorides;citric acid;density;fixed acidity;free sulfur dioxide;pH;quality;residual sugar;sulphates;total sulfur dioxide;volatile acidity
1526;10,6;0,064;0,08;0,99553;6,8;18;3,3;6;2,2;0,15;41,8;0,47
1527;15,8;0,071;0,07;0,9951;7,1;15;3,29;6;1,7;0,66;2,4;0,53
1528;13,1;0,096;0,49;0,99714;7,9;21;3,31;6;2,2;0,87;-53,1;0,29
1529;10,2;0,063;0,08;0,99608;7,1;42;3,42;6;2,1;0,1;5,2;0,69
1530;18,3;0,063;0,09;0,99444;6,6;9;3,42;6;2,2;0,6;-16,2;0,44
1531;3,2;0,081;0,1;0,99631;6,1;13;3,6;5;2,8;1,16;-25,2;0,705
1532;1,9;0,058;0,13;0,99573;7,2;18;3,21;6;2;0,88;-19,8;0,53
1533;11;0,074;0,3;0,99717;8;32;3,39;5;1,9;0,81;92,4;0,39
1534;18,7;0,064;0,14;0,99397;6,6;13;3,42;7;2,4;0,9;31,9;0,56
1535;14,7;0,075;0,13;0,9959;7;15;3,36;6;2,2;0,89;38,5;0,55
1536;7,3;0,077;0,08;0,99528;6,1;24;3,6;6;1,9;0,3;-85,5;0,53
1537;15,2;0,059;0,08;0,99484;5,4;20;3,5;6;1,9;0,4;34,1;0,58
1538;19;0,081;0,09;0,99538;6,2;15;3,57;5;2,5;0,63;2,6;0,64
1539;8,9;0,065;0,32;0,99714;7,2;34;3,46;5;1,8;1,28;66;0,39
1540;10,6;0,071;0,08;0,99646;6,2;11;3,56;6;4,4;0,73;35,2;0,52
1541;16,9;0,054;0,29;0,99666;7,4;19;3,4;7;2,2;0,86;-44,1;0,25
1542;13,75;0,064;0,02;0,99472;6,7;29;3,3;6;1,9;0,4;-72,2;0,855
1543;5,4;0,064;0,42;0,99758;11,1;14;3,25;6;2,2;1,17;-17,1;0,44
1544;17,2;0,063;0,43;0,9955;8,4;12;3,17;7;2,3;0,51;20,9;0,37
1545;11,1;0,059;0,33;0,99531;6,5;16;3,36;6;1,8;0,94;2,8;0,63
1546;12,2;0,072;0,02;0,99575;7;17;3,36;5;2;0,51;-23,4;0,57
1547;12,1;0,048;0,1;0,99306;6,3;12;3,55;5;1,6;0,91;2,6;0,6
1548;12,4;0,099;0,5;0,99783;11,2;19;3,1;5;2;0,3;5;0,4
1549;9,4;0,074;0,3;0,99419;7,4;17;3,24;8;1,8;0,5;26,4;0,36
1550;8,5;0,087;0;0,99783;7,1;17;3,45;5;2,3;1,23;2,6;0,68
1551;9,4;0,083;0;0,99768;7,1;18;3,44;5;2,3;0,64;2,7;0,67
1552;10,3;0,103;0,01;0,99586;6,3;32;3,51;6;3,7;0,4;59,4;0,68
1553;15,4;0,08;0;0,99765;7,3;18;3,41;5;2,2;0,7;-25,2;0,735
1554;8;0,062;0,02;0,99627;6,6;15;3,54;6;2,4;0,4;-20,7;0,855
1555;3,55;0,065;0,17;0,99514;7;15;3,44;7;1,7;0,98;-21,6;0,56
1556;10,9;0,066;0,04;0,99636;6,6;12;3,53;5;2,2;0,56;2;0,88
1557;3;0,062;0,02;0,99627;6,6;15;3,54;6;2,4;0,9;-20,7;0,855
1558;10,5;0,235;0,33;0,99787;6,9;66;3,22;5;6,7;0,36;126,5;0,63
1559;8,9;0,08;0,26;0,99622;7,8;31;3,21;5;2;0,42;-117,9;0,6
1560;2,9;0,08;0,26;0,99622;7,8;31;3,21;5;2;0,92;-248,9;0,6
1561;8,9;0,08;0,26;0,99622;7,8;31;3,21;5;2;0,52;144,1;0,6
1562;8,1;0,076;0,13;0,99546;7,2;12;3,29;5;2;0,3;2;0,695
1563;12,1;0,076;0,13;0,99546;7,2;12;3,29;5;2;0,8;-38;0,695
1564;12,1;0,076;0,13;0,99546;7,2;12;3,29;5;2;0,84;2;0,695
1565;8,9;0,061;0,02;0,99489;6,7;26;3,39;6;1,9;1,12;4,2;0,67
1566;6,2;0,059;0,64;0,99494;6,7;24;3,34;6;2,1;0,51;57,2;0,16
1567;7,1;0,076;0,13;0,99546;7,2;12;3,29;5;2;0,54;2;0,695
1568;13,2;0,077;0,13;0,99629;7;25;3,34;5;1,6;0,2;-79,8;0,56
1569;6,5;0,056;0,14;0,99396;6,2;15;3,48;6;1,9;0,57;37,4;0,51
1570;14,4;0,23;0,53;0,9934;6,4;19;3,37;6;2,2;1,53;-31,5;0,36
1571;13,1;0,038;0,14;0,99514;6,4;15;3,44;6;2,2;0,2;-22,5;0,38
1572;14,5;0,069;0,32;0,99632;7,3;35;3,33;5;2,2;0,81;-93,6;0,69
1573;11,5;0,075;0,2;0,99467;6;15;3,58;6;2,4;0,9;-95;0,58
1574;15,5;0,074;0,78;0,99677;5,6;23;3,39;6;13,9;0,5;101,2;0,31
1575;12,8;0,06;0,4;0,99474;7,5;12;3,26;6;2,2;0,54;-18;0,52
1576;15,8;0,081;0,63;0,99588;8;16;3,3;6;1,6;0,88;-55,1;0,3
1577;16,9;0,076;0,15;0,99622;6,2;13;3,54;6;5,1;0,4;2,7;0,7
1578;12,3;0,118;0,15;0,9954;6,8;13;3,42;6;1,8;0,6;2;0,67
1579;14,3;0,053;0,09;0,99402;6,2;24;3,54;5;1,7;0,8;35,2;0,56
1580;12,9;0,068;0,33;0,9947;7,4;9;3,36;6;2,4;0,5;-49,4;0,35
1581;3,3;0,053;0,09;0,99402;6,2;24;3,54;5;1,7;0,7;35,2;0,56
1582;15,9;0,053;0,1;0,99362;6,1;13;3,57;5;2,6;0,5;-51,3;0,715
1583;7,8;0,074;0,29;0,99578;6,2;32;3,33;5;2,1;0,4;9,8;0,46
1584;14,6;0,061;0,44;0,99484;6,7;24;3,29;7;2,4;0,7;37,4;0,32
1585;12,5;0,066;0,44;0,99494;7,2;22;3,3;6;2,6;0,4;-43,2;0,39
1586;8,4;0,065;0,41;0,99492;7,5;34;3,34;6;2,4;1,05;-114;0,31
1587;4,9;0,066;0,11;0,99483;5,8;18;3,55;6;1,8;0,9;-25,2;0,61
1588;14,8;0,068;0,33;0,99414;7,2;34;3,27;6;2,5;0,1;10,2;0,66
1589;8,2;0,073;0,2;0,9977;6,6;29;3,29;5;7,8;0,8;7,9;0,725
1590;9,6;0,077;0,15;0,99314;6,3;26;3,32;6;1,8;0,8;-31,5;0,55
1591;10,6;0,089;0,09;0,99402;5,4;16;3,67;6;1,7;0,66;28,6;0,74
1592;14;0,076;0,13;0,99574;6,3;29;3,42;6;2,3;0,95;-76;0,51
1593;6,5;0,068;0,08;0,99651;6,8;28;3,42;6;1,9;0,92;3,8;0,62
1594;11,5;0,09;0,08;0,9949;6,2;32;3,45;5;2;0,3;-83,6;0,6
1595;14,2;0,062;0,1;0,99512;5,9;39;3,52;6;2,2;0,7;-96,9;0,55
1596;14;0,076;0,13;0,99574;6,3;29;3,42;6;2,3;0,55;44;0,51
1597;11,2;0,075;0,12;0,99547;5,9;32;3,57;5;2;0,2;-39,6;0,645
1598;9;0,067;0,47;0,99549;6;18;3,39;6;3,6;0,3;-79,8;0,31
